"model","outcome","predictor","estimate","se","t_value","p_value","ci_low","ci_high","observations","respondents","waves","singletons_removed"
"Respondent FE LPM","Married","Emergency savings",0.028722,0.008895,3.22888,0.0012492,0.0112878,0.0461562,12443,6221,5,1714
