"id","sex","race_ethnicity","education","completed_fertility","birth_control_education_male","birth_control_education_female","birth_control_education","first_birth_month","first_birth_year","fin_lit_score_mean","fin_lit_waves","ever_emergency_savings","emergency_savings_waves"
314,"Female","Non-Black, non-Hispanic",14,5,NA,0,0,11,1981,3,1,1,1
315,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
316,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,3,1990,2,1,0,2
317,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,10,1992,5,1,1,1
318,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,1,1992,NA,NA,NA,NA
319,"Female","Non-Black, non-Hispanic",18,0,NA,0,0,NA,NA,5,1,1,2
320,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,1,1991,5,1,1,2
321,"Female","Non-Black, non-Hispanic",16,3,NA,1,1,10,1989,NA,NA,NA,NA
322,"Female","Non-Black, non-Hispanic",16,3,NA,1,1,6,1988,2,1,1,1
323,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,3,1982,5,1,1,2
324,"Male","Non-Black, non-Hispanic",9,2,0,NA,0,5,1984,0,1,0,1
325,"Male","Non-Black, non-Hispanic",15,0,1,NA,1,NA,NA,NA,NA,NA,NA
326,"Female","Non-Black, non-Hispanic",14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
328,"Male","Hispanic",10,0,0,NA,0,NA,NA,NA,NA,NA,NA
329,"Male","Hispanic",8,3,0,NA,0,11,1981,NA,NA,NA,NA
330,"Male","Hispanic",9,1,0,NA,0,8,1990,NA,NA,NA,NA
331,"Male","Hispanic",12,1,1,NA,1,5,2013,3,1,0,2
332,"Male","Hispanic",12,3,1,NA,1,2,1985,1,1,0,2
333,"Female","Black",12,2,NA,1,1,10,1980,2,1,1,2
334,"Male","Black",9,0,1,NA,1,NA,NA,NA,NA,NA,NA
335,"Female","Black",16,1,NA,1,1,7,1989,4,1,1,2
336,"Male","Black",12,3,1,NA,1,10,1982,1,1,1,2
337,"Male","Black",12,3,0,NA,0,8,1978,2,1,0,1
338,"Female","Black",12,2,NA,1,1,7,1980,4,1,1,2
339,"Female","Black",11,1,NA,0,0,7,1981,1,1,1,2
340,"Female","Black",15,3,NA,1,1,12,1981,3,1,0,1
341,"Female","Non-Black, non-Hispanic",14,0,NA,1,1,NA,NA,1,1,0,1
342,"Male","Non-Black, non-Hispanic",18,2,1,NA,1,5,1996,4,1,1,2
343,"Female","Black",13,1,NA,0,0,2,1978,3,1,1,2
344,"Female","Non-Black, non-Hispanic",17,2,NA,1,1,2,1990,5,1,1,1
345,"Female","Black",16,1,NA,1,1,2,1988,NA,NA,NA,NA
346,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,2,1994,2,1,1,2
347,"Female","Non-Black, non-Hispanic",17,2,NA,1,1,1,1989,1,1,1,2
348,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,1,1985,3,1,1,1
349,"Male","Non-Black, non-Hispanic",13,2,1,NA,1,6,1984,4,1,1,2
350,"Male","Non-Black, non-Hispanic",17,2,1,NA,1,9,1997,3,1,0,2
351,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,3,1985,4,1,1,1
352,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,3,1,1,2
353,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
354,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,4,1989,2,1,1,2
355,"Male","Non-Black, non-Hispanic",14,3,1,NA,1,1,1992,4,1,1,2
356,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,4,1,1,2
357,"Male","Non-Black, non-Hispanic",16,3,1,NA,1,2,1994,1,1,1,2
358,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,4,1994,4,1,1,2
359,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
360,"Female","Non-Black, non-Hispanic",19,0,NA,1,1,NA,NA,4,1,1,2
361,"Male","Non-Black, non-Hispanic",16,1,1,NA,1,11,1989,NA,NA,NA,NA
362,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,2,1,1,2
363,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,2,1,0,1
364,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,9,1987,4,1,0,1
365,"Female","Non-Black, non-Hispanic",14,5,NA,1,1,8,1987,3,1,0,1
366,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,5,1995,NA,NA,NA,NA
367,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,3,1,1,2
368,"Female","Black",17,0,NA,0,0,NA,NA,3,1,0,1
369,"Female","Non-Black, non-Hispanic",16,2,NA,0,0,8,1991,4,1,1,2
370,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,4,1,1,2
371,"Female","Non-Black, non-Hispanic",14,3,NA,NA,NA,12,1986,NA,NA,NA,NA
372,"Male","Non-Black, non-Hispanic",18,2,1,NA,1,5,1993,5,1,1,2
373,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,6,1981,2,1,0,2
374,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,7,1980,NA,NA,NA,NA
375,"Male","Non-Black, non-Hispanic",12,4,0,NA,0,5,1980,3,1,0,2
376,"Male","Non-Black, non-Hispanic",20,2,0,NA,0,5,1990,4,1,1,2
377,"Male","Black",12,3,1,NA,1,10,1982,0,1,0,1
378,"Male","Black",10,2,1,NA,1,4,1996,3,1,0,2
379,"Female","Black",8,3,NA,1,1,8,1983,2,1,0,2
380,"Male","Black",11,5,0,NA,0,1,1976,2,1,0,2
381,"Male","Black",12,3,0,NA,0,12,1977,4,1,1,1
382,"Female","Black",13,2,NA,1,1,4,1976,1,1,0,2
383,"Male","Black",12,1,1,NA,1,7,1993,NA,NA,NA,NA
384,"Male","Black",12,2,1,NA,1,12,1982,NA,NA,NA,NA
385,"Female","Black",12,3,NA,1,1,2,1986,5,1,0,2
386,"Female","Black",12,0,NA,1,1,NA,NA,3,1,1,1
387,"Male","Black",12,0,1,NA,1,NA,NA,1,1,1,2
388,"Female","Black",15,3,NA,1,1,1,1987,3,1,1,2
389,"Female","Non-Black, non-Hispanic",12,2,NA,NA,NA,8,1983,NA,NA,NA,NA
390,"Female","Black",10,4,NA,1,1,5,1979,NA,NA,NA,NA
391,"Female","Black",12,3,NA,1,1,7,1982,4,1,0,2
392,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,7,1987,5,1,0,2
393,"Male","Non-Black, non-Hispanic",13,3,1,NA,1,6,2000,3,1,1,2
394,"Male","Black",12,1,0,NA,0,6,1980,1,1,0,2
395,"Female","Black",14,2,NA,0,0,12,1984,3,1,0,2
396,"Male","Black",12,3,1,NA,1,7,1987,3,1,0,2
397,"Female","Black",9,4,NA,1,1,1,1976,1,1,0,2
398,"Male","Black",10,2,0,NA,0,10,1979,2,1,0,2
399,"Female","Non-Black, non-Hispanic",18,1,NA,1,1,10,1984,3,1,1,2
400,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,3,1990,4,1,1,2
401,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,3,1982,3,1,0,2
402,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,2,1981,3,1,0,2
403,"Male","Non-Black, non-Hispanic",7,0,0,NA,0,NA,NA,NA,NA,0,2
404,"Male","Non-Black, non-Hispanic",10,0,0,NA,0,NA,NA,NA,NA,NA,NA
405,"Female","Non-Black, non-Hispanic",13,3,NA,1,1,10,1991,4,1,1,2
406,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,1,1,0,2
407,"Female","Non-Black, non-Hispanic",18,2,NA,1,1,6,1994,4,1,1,2
408,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,8,1980,5,1,1,2
409,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,9,1983,4,1,0,2
410,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,11,1984,5,1,0,2
411,"Male","Non-Black, non-Hispanic",12,5,0,NA,0,6,1981,4,1,0,2
412,"Male","Non-Black, non-Hispanic",14,4,1,NA,1,5,1989,5,1,0,2
413,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
414,"Female","Non-Black, non-Hispanic",14,2,NA,0,0,7,1986,2,1,0,2
415,"Male","Non-Black, non-Hispanic",10,1,1,NA,1,1,1989,5,1,1,2
416,"Female","Non-Black, non-Hispanic",19,4,NA,1,1,4,1984,1,1,1,2
417,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,8,1985,3,1,1,2
418,"Female","Non-Black, non-Hispanic",13,1,NA,0,0,5,1988,2,1,0,2
419,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,6,1999,4,1,0,2
420,"Male","Non-Black, non-Hispanic",16,3,1,NA,1,3,1990,3,1,0,2
421,"Male","Non-Black, non-Hispanic",20,2,1,NA,1,6,1988,NA,NA,NA,NA
422,"Male","Non-Black, non-Hispanic",19,3,1,NA,1,10,1986,5,1,1,2
423,"Female","Non-Black, non-Hispanic",20,2,NA,1,1,1,1995,2,1,1,2
424,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,10,1978,5,1,0,2
425,"Female","Non-Black, non-Hispanic",12,5,NA,1,1,1,1976,3,1,0,2
426,"Male","Hispanic",12,3,1,NA,1,4,1980,4,1,1,2
427,"Female","Non-Black, non-Hispanic",12,1,NA,NA,NA,6,1980,4,1,0,1
428,"Female","Non-Black, non-Hispanic",14,2,NA,1,1,8,1982,4,1,1,2
429,"Male","Non-Black, non-Hispanic",18,1,1,NA,1,7,1992,NA,NA,NA,NA
430,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,8,1993,4,1,0,2
431,"Female","Non-Black, non-Hispanic",14,3,NA,1,1,6,1987,3,1,0,1
432,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,4,1,1,2
433,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,1,1,0,2
434,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,7,1989,3,1,1,2
435,"Male","Non-Black, non-Hispanic",12,2,NA,NA,NA,1,1983,NA,NA,NA,NA
436,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,4,1,1,1
437,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,2,1981,2,1,1,2
438,"Female","Non-Black, non-Hispanic",13,1,NA,1,1,6,1987,5,1,0,2
439,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,7,1994,3,1,1,2
440,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
441,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
442,"Female","Non-Black, non-Hispanic",13,3,NA,0,0,9,1975,1,1,1,2
443,"Male","Non-Black, non-Hispanic",14,1,1,NA,1,3,1987,4,1,1,1
444,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,3,1990,4,1,1,2
445,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,7,2008,5,1,1,2
446,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,2,1981,NA,NA,NA,NA
447,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,NA,NA,0,1
448,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
449,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,10,1996,4,1,1,2
450,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
451,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,5,1985,NA,NA,NA,NA
452,"Female","Non-Black, non-Hispanic",18,2,NA,1,1,4,1994,3,1,0,2
453,"Male","Non-Black, non-Hispanic",13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,"Female","Non-Black, non-Hispanic",17,0,NA,1,1,NA,NA,NA,NA,NA,NA
455,"Female","Non-Black, non-Hispanic",20,2,NA,1,1,9,1989,5,1,1,2
456,"Male","Non-Black, non-Hispanic",20,0,1,NA,1,NA,NA,3,1,1,2
457,"Male","Non-Black, non-Hispanic",16,3,1,NA,1,12,1992,5,1,1,2
458,"Female","Non-Black, non-Hispanic",18,1,NA,1,1,8,1993,3,1,1,2
459,"Female","Non-Black, non-Hispanic",20,3,NA,0,0,2,1991,3,1,1,2
460,"Female","Non-Black, non-Hispanic",13,0,NA,0,0,NA,NA,4,1,1,2
461,"Male","Non-Black, non-Hispanic",16,0,1,NA,1,NA,NA,5,1,1,2
462,"Female","Non-Black, non-Hispanic",18,1,NA,0,0,4,1995,5,1,1,2
463,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
464,"Male","Non-Black, non-Hispanic",14,2,1,NA,1,3,1983,3,1,1,2
465,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,5,1984,3,1,1,2
466,"Male","Non-Black, non-Hispanic",19,5,1,NA,1,4,1981,3,1,1,2
467,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,4,1985,4,1,1,2
468,"Male","Non-Black, non-Hispanic",16,3,1,NA,1,1,1989,4,1,1,2
469,"Male","Hispanic",12,3,NA,NA,NA,NA,NA,2,1,NA,NA
470,"Male","Non-Black, non-Hispanic",12,6,1,NA,1,3,1979,2,1,0,2
471,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,10,1979,3,1,1,1
472,"Female","Non-Black, non-Hispanic",11,1,NA,1,1,1,1998,4,1,0,2
473,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,7,1977,3,1,0,2
474,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,9,1989,1,1,1,2
475,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,12,1993,4,1,0,2
476,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,9,1990,2,1,0,2
477,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,8,1984,4,1,0,2
478,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,11,1975,4,1,1,2
479,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,8,1985,5,1,1,2
480,"Male","Non-Black, non-Hispanic",18,0,0,NA,0,NA,NA,3,1,1,2
481,"Male","Non-Black, non-Hispanic",19,2,1,NA,1,10,1988,5,1,1,2
482,"Male","Non-Black, non-Hispanic",19,2,1,NA,1,12,1988,5,1,1,2
483,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,2,1989,3,1,1,2
484,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,11,1988,4,1,1,2
485,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,2,1980,4,1,1,2
486,"Male","Non-Black, non-Hispanic",12,0,0,NA,0,NA,NA,5,1,1,2
487,"Female","Non-Black, non-Hispanic",14,0,NA,0,0,NA,NA,4,1,1,2
488,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,7,1990,5,1,1,2
489,"Male","Non-Black, non-Hispanic",14,3,1,NA,1,1,1991,5,1,1,2
490,"Male","Non-Black, non-Hispanic",15,1,1,NA,1,6,1980,NA,NA,NA,NA
491,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,1,1974,2,1,0,2
492,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,6,1989,4,1,1,2
493,"Male","Non-Black, non-Hispanic",13,1,1,NA,1,1,2001,2,1,0,2
494,"Female","Non-Black, non-Hispanic",15,2,NA,1,1,9,1985,NA,NA,NA,NA
495,"Female","Non-Black, non-Hispanic",17,2,NA,1,1,5,1986,4,1,0,2
496,"Female","Non-Black, non-Hispanic",17,0,NA,1,1,NA,NA,4,1,0,2
497,"Male","Non-Black, non-Hispanic",12,3,NA,NA,NA,9,1982,NA,NA,NA,NA
498,"Male","Non-Black, non-Hispanic",12,2,NA,NA,NA,6,1987,3,1,1,2
499,"Female","Non-Black, non-Hispanic",14,1,NA,1,1,3,1981,4,1,1,1
500,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,5,1,1,2
501,"Female","Non-Black, non-Hispanic",19,2,NA,0,0,11,1999,5,1,0,1
502,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,11,1989,4,1,1,2
503,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,1,1981,2,1,1,2
504,"Female","Non-Black, non-Hispanic",9,3,NA,1,1,5,1981,1,1,1,2
505,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,7,1985,NA,NA,0,2
506,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,5,1992,4,1,0,1
507,"Female","Non-Black, non-Hispanic",14,2,NA,1,1,4,1985,3,1,0,2
508,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,12,1979,NA,NA,NA,NA
509,"Male","Non-Black, non-Hispanic",13,0,0,NA,0,NA,NA,NA,NA,NA,NA
510,"Female","Non-Black, non-Hispanic",13,0,NA,1,1,NA,NA,NA,NA,NA,NA
511,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,7,1984,NA,NA,NA,NA
512,"Male","Non-Black, non-Hispanic",13,2,NA,NA,NA,8,1988,4,1,1,1
513,"Male","Black",14,1,1,NA,1,8,1989,3,1,1,2
514,"Female","Black",12,3,NA,0,0,7,1986,1,1,0,1
515,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,4,1987,NA,NA,NA,NA
516,"Male","Black",12,0,0,NA,0,NA,NA,1,1,0,2
517,"Male","Black",12,0,0,NA,0,NA,NA,1,1,0,1
518,"Male","Black",12,5,0,NA,0,11,1992,4,1,0,2
519,"Female","Black",11,1,NA,1,1,3,1989,3,1,0,2
520,"Male","Black",16,4,0,NA,0,8,1984,4,1,1,2
521,"Male","Black",17,0,0,NA,0,NA,NA,5,1,1,2
522,"Female","Black",13,2,NA,0,0,6,1978,2,1,1,1
523,"Male","Black",15,1,1,NA,1,11,1999,4,1,1,2
524,"Male","Black",15,1,NA,NA,NA,12,1985,NA,NA,NA,NA
525,"Female","Black",15,2,NA,NA,NA,8,1994,NA,NA,NA,NA
526,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,8,1980,NA,NA,NA,NA
527,"Female","Non-Black, non-Hispanic",13,0,NA,1,1,NA,NA,3,1,1,2
528,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,5,1981,3,1,1,2
529,"Female","Non-Black, non-Hispanic",12,3,NA,0,0,8,1982,NA,NA,NA,NA
530,"Female","Non-Black, non-Hispanic",9,3,NA,0,0,5,1974,4,1,0,2
531,"Male","Non-Black, non-Hispanic",9,3,1,NA,1,5,1974,4,1,0,2
532,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,7,1975,NA,NA,NA,NA
533,"Female","Non-Black, non-Hispanic",15,1,NA,1,1,4,1993,4,1,0,1
534,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,1,1982,3,1,0,2
535,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,7,1989,2,1,0,1
536,"Female","Non-Black, non-Hispanic",10,2,NA,0,0,12,1985,3,1,0,1
537,"Male","Non-Black, non-Hispanic",12,1,1,NA,1,8,2000,3,1,0,1
538,"Male","Non-Black, non-Hispanic",12,3,0,NA,0,12,1983,2,1,0,1
539,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,NA,NA,NA,NA
540,"Male","Non-Black, non-Hispanic",12,5,0,NA,0,5,1982,NA,NA,NA,NA
541,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,2,1986,2,1,0,1
542,"Female","Non-Black, non-Hispanic",12,2,NA,0,0,7,1983,2,1,1,2
543,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,3,1,0,2
544,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,4,1989,4,1,0,2
545,"Male","Non-Black, non-Hispanic",14,0,NA,NA,NA,NA,NA,3,1,1,2
546,"Female","Non-Black, non-Hispanic",10,2,NA,1,1,9,1981,3,1,1,2
547,"Male","Non-Black, non-Hispanic",11,3,0,NA,0,8,1980,3,1,0,2
548,"Female","Non-Black, non-Hispanic",12,4,NA,1,1,12,1982,4,1,0,2
549,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,11,1992,3,1,1,2
550,"Female","Non-Black, non-Hispanic",12,2,NA,1,1,7,1980,5,1,1,2
551,"Female","Non-Black, non-Hispanic",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,"Female","Non-Black, non-Hispanic",16,2,NA,1,1,2,1985,3,1,1,1
553,"Male","Non-Black, non-Hispanic",16,1,1,NA,1,6,1996,5,1,1,2
554,"Male","Non-Black, non-Hispanic",19,4,1,NA,1,12,1990,5,1,1,2
555,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,2,1982,5,1,1,2
556,"Male","Non-Black, non-Hispanic",18,3,0,NA,0,6,1991,NA,NA,NA,NA
557,"Female","Non-Black, non-Hispanic",17,4,NA,0,0,3,1988,5,1,1,2
558,"Female","Non-Black, non-Hispanic",20,3,NA,1,1,3,1991,4,1,1,2
559,"Male","Non-Black, non-Hispanic",16,2,0,NA,0,4,1990,5,1,0,1
560,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,3,1,1,2
561,"Female","Non-Black, non-Hispanic",20,0,NA,1,1,NA,NA,5,1,1,2
562,"Male","Non-Black, non-Hispanic",20,3,1,NA,1,2,2002,4,1,1,2
563,"Female","Non-Black, non-Hispanic",13,3,NA,1,1,12,1979,2,1,1,2
564,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,3,1,1,2
565,"Male","Non-Black, non-Hispanic",13,0,1,NA,1,NA,NA,2,1,1,2
566,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,NA,NA,NA,NA
567,"Female","Non-Black, non-Hispanic",14,2,NA,1,1,8,1993,3,1,1,2
568,"Female","Non-Black, non-Hispanic",12,1,NA,1,1,5,1991,3,1,0,2
569,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,3,1,1,2
570,"Male","Non-Black, non-Hispanic",16,2,1,NA,1,12,1989,5,1,1,2
571,"Male","Non-Black, non-Hispanic",13,2,1,NA,1,2,1993,5,1,1,2
572,"Female","Non-Black, non-Hispanic",12,1,NA,NA,NA,7,1986,NA,NA,NA,NA
573,"Male","Non-Black, non-Hispanic",17,0,0,NA,0,NA,NA,5,1,1,2
574,"Female","Non-Black, non-Hispanic",17,1,NA,NA,NA,9,1988,NA,NA,NA,NA
575,"Male","Non-Black, non-Hispanic",19,10,1,NA,1,4,1982,NA,NA,NA,NA
576,"Female","Non-Black, non-Hispanic",18,4,NA,1,1,10,1990,5,1,1,2
577,"Female","Non-Black, non-Hispanic",17,0,NA,1,1,NA,NA,NA,NA,NA,NA
578,"Male","Non-Black, non-Hispanic",18,3,1,NA,1,3,2001,NA,NA,NA,NA
579,"Female","Non-Black, non-Hispanic",13,2,NA,1,1,8,1988,4,1,1,2
580,"Male","Non-Black, non-Hispanic",12,3,1,NA,1,1,1988,3,1,0,2
581,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,10,1996,NA,NA,NA,NA
582,"Female","Non-Black, non-Hispanic",16,1,NA,1,1,6,1986,3,1,1,1
583,"Male","Non-Black, non-Hispanic",13,1,1,NA,1,4,1994,4,1,0,2
584,"Male","Non-Black, non-Hispanic",10,2,1,NA,1,5,1984,2,1,0,2
585,"Female","Non-Black, non-Hispanic",9,5,NA,1,1,6,1979,3,1,0,2
586,"Male","Non-Black, non-Hispanic",14,0,1,NA,1,NA,NA,NA,NA,NA,NA
587,"Male","Non-Black, non-Hispanic",12,4,0,NA,0,4,1978,NA,NA,NA,NA
588,"Female","Non-Black, non-Hispanic",12,4,NA,0,0,9,1979,NA,NA,NA,NA
589,"Female","Non-Black, non-Hispanic",1,2,NA,0,0,4,1980,4,1,0,1
590,"Female","Non-Black, non-Hispanic",13,4,NA,0,0,4,1978,4,1,0,2
591,"Female","Hispanic",14,0,NA,1,1,NA,NA,4,1,0,2
592,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,5,1984,3,1,0,2
593,"Female","Hispanic",14,2,NA,0,0,2,1973,3,1,0,2
594,"Male","Black",12,1,1,NA,1,9,1984,4,1,1,2
595,"Male","Black",10,3,0,NA,0,3,1974,NA,NA,NA,NA
596,"Male","Black",16,0,1,NA,1,NA,NA,NA,NA,NA,NA
597,"Male","Black",11,0,1,NA,1,NA,NA,2,1,0,1
598,"Female","Black",16,0,NA,1,1,NA,NA,NA,NA,NA,NA
599,"Male","Black",14,1,1,NA,1,3,1984,NA,NA,NA,NA
600,"Male","Non-Black, non-Hispanic",16,1,0,NA,0,6,1991,5,1,1,1
601,"Female","Non-Black, non-Hispanic",17,0,NA,1,1,NA,NA,NA,NA,NA,NA
602,"Male","Non-Black, non-Hispanic",11,0,0,NA,0,NA,NA,NA,NA,NA,NA
603,"Female","Non-Black, non-Hispanic",13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"Female","Non-Black, non-Hispanic",15,4,NA,1,1,9,1983,3,1,1,2
605,"Male","Non-Black, non-Hispanic",12,4,1,NA,1,11,1986,4,1,1,1
606,"Male","Non-Black, non-Hispanic",13,2,1,NA,1,2,2004,3,1,1,2
607,"Male","Non-Black, non-Hispanic",12,3,NA,NA,NA,8,1991,NA,NA,NA,NA
608,"Female","Non-Black, non-Hispanic",16,3,NA,1,1,9,1986,3,1,1,2
609,"Female","Non-Black, non-Hispanic",16,0,NA,1,1,NA,NA,5,1,0,2
610,"Male","Non-Black, non-Hispanic",12,0,1,NA,1,NA,NA,NA,NA,NA,NA
611,"Female","Non-Black, non-Hispanic",20,2,NA,1,1,9,1983,5,1,1,2
612,"Female","Non-Black, non-Hispanic",17,0,NA,1,1,NA,NA,2,1,1,2
613,"Male","Non-Black, non-Hispanic",12,2,1,NA,1,11,1998,4,1,1,2
614,"Female","Hispanic",19,2,NA,0,0,3,1978,2,1,1,2
615,"Female","Non-Black, non-Hispanic",11,2,NA,0,0,6,1983,2,1,0,2
616,"Male","Non-Black, non-Hispanic",12,1,0,NA,0,8,1995,NA,NA,NA,NA
617,"Female","Non-Black, non-Hispanic",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,"Female","Non-Black, non-Hispanic",16,3,NA,1,1,12,1977,NA,NA,NA,NA
619,"Female","Non-Black, non-Hispanic",12,6,NA,1,1,12,1975,2,1,0,1
620,"Male","Black",12,2,1,NA,1,11,1982,5,1,1,2
621,"Female","Black",12,3,NA,1,1,1,1987,3,1,1,2
622,"Female","Black",15,3,NA,1,1,7,1989,4,1,1,2
623,"Female","Black",14,2,NA,1,1,12,1979,3,1,0,2
624,"Male","Black",17,2,1,NA,1,9,1988,3,1,1,2
625,"Male","Black",12,1,0,NA,0,10,1977,3,1,0,1
626,"Female","Non-Black, non-Hispanic",12,0,NA,1,1,NA,NA,2,1,0,1
627,"Female","Non-Black, non-Hispanic",12,4,NA,1,1,8,1976,2,1,0,2
628,"Male","Black",12,0,0,NA,0,NA,NA,3,1,1,2
629,"Male","Non-Black, non-Hispanic",8,0,0,NA,0,NA,NA,3,1,1,2
630,"Male","Non-Black, non-Hispanic",12,2,0,NA,0,8,1987,4,1,0,2
631,"Male","Non-Black, non-Hispanic",11,3,1,NA,1,3,1978,3,1,1,2
632,"Female","Non-Black, non-Hispanic",12,3,NA,1,1,3,1978,3,1,0,2
633,"Male","Non-Black, non-Hispanic",12,3,NA,NA,NA,10,1984,4,1,0,1
634,"Female","Non-Black, non-Hispanic",12,3,NA,NA,NA,10,1984,4,1,NA,NA
