"id","year","marstat","emergency_savings","married"
4654,2012,0,0,0
4655,2012,3,1,0
4656,2012,1,1,1
4662,2012,1,0,1
4663,2012,3,0,0
4664,2012,1,0,1
4668,2012,1,1,1
4669,2012,1,0,1
4670,2012,1,0,1
4671,2012,1,0,1
4672,2012,1,0,1
4673,2012,1,1,1
4675,2012,1,1,1
4676,2012,0,0,0
4679,2012,1,0,1
4681,2012,3,0,0
4683,2012,1,1,1
4684,2012,1,0,1
4686,2012,0,1,0
4687,2012,1,0,1
4688,2012,1,1,1
4689,2012,1,1,1
4690,2012,1,0,1
4691,2012,1,0,1
4692,2012,1,1,1
4693,2012,1,0,1
4695,2012,1,0,1
4698,2012,1,0,1
4699,2012,1,1,1
4700,2012,1,0,1
4701,2012,1,1,1
4702,2012,1,1,1
4705,2012,1,1,1
4706,2012,1,1,1
4707,2012,1,0,1
4710,2012,0,0,0
4711,2012,0,1,0
4712,2012,1,0,1
4713,2012,1,0,1
4714,2012,1,1,1
4716,2012,1,0,1
4717,2012,1,0,1
4720,2012,1,0,1
4722,2012,1,0,1
4723,2012,1,1,1
4724,2012,1,0,1
4726,2012,3,0,0
4729,2012,3,0,0
4730,2012,2,0,0
4731,2012,1,0,1
4732,2012,1,0,1
4733,2012,1,0,1
4734,2012,3,0,0
4735,2012,1,0,1
4736,2012,3,0,0
4737,2012,1,1,1
4738,2012,1,1,1
4740,2012,2,0,0
4742,2012,0,1,0
4744,2012,3,1,0
4746,2012,3,0,0
4747,2012,3,0,0
4748,2012,1,1,1
4749,2012,3,0,0
4752,2012,0,0,0
4753,2012,1,1,1
4754,2012,1,1,1
4755,2012,1,0,1
4756,2012,1,1,1
4758,2012,3,1,0
4760,2012,1,1,1
4762,2012,0,1,0
4763,2012,3,0,0
4764,2012,3,0,0
4765,2012,3,1,0
4766,2012,1,0,1
4767,2012,1,0,1
4768,2012,3,1,0
4769,2012,3,1,0
4770,2012,1,0,1
4772,2012,6,1,0
4773,2012,1,0,1
4774,2012,3,0,0
4776,2012,3,0,0
4778,2012,1,0,1
4779,2012,1,0,1
4780,2012,1,1,1
4781,2012,1,0,1
4782,2012,1,0,1
4783,2012,1,0,1
4785,2012,1,1,1
4786,2012,0,0,0
4788,2012,1,1,1
4793,2012,1,1,1
4794,2012,3,1,0
4795,2012,3,1,0
4796,2012,3,0,0
4799,2012,0,1,0
4800,2012,1,0,1
4801,2012,1,0,1
4802,2012,1,1,1
4803,2012,1,0,1
4804,2012,1,0,1
4805,2012,1,0,1
4806,2012,3,0,0
4807,2012,0,0,0
4808,2012,1,1,1
4809,2012,3,1,0
4810,2012,1,0,1
4812,2012,3,1,0
4813,2012,1,0,1
4815,2012,1,0,1
4816,2012,1,1,1
4817,2012,1,0,1
4818,2012,0,1,0
4819,2012,1,1,1
4820,2012,1,0,1
4821,2012,1,1,1
4822,2012,1,0,1
4823,2012,3,0,0
4825,2012,3,0,0
4826,2012,1,1,1
4828,2012,1,0,1
4829,2012,1,1,1
4830,2012,1,1,1
4831,2012,0,1,0
4832,2012,1,1,1
4834,2012,1,1,1
4837,2012,3,0,0
4838,2012,3,0,0
4839,2012,1,0,1
4840,2012,0,1,0
4841,2012,1,1,1
4842,2012,1,0,1
4843,2012,3,1,0
4844,2012,3,0,0
4846,2012,1,0,1
4847,2012,3,0,0
4849,2012,3,0,0
4854,2012,1,1,1
4855,2012,1,1,1
4856,2012,1,1,1
4858,2012,1,1,1
4859,2012,2,1,0
4861,2012,1,1,1
4862,2012,3,0,0
4863,2012,1,0,1
4864,2012,1,1,1
4865,2012,1,0,1
4867,2012,3,0,0
4870,2012,3,1,0
4871,2012,1,1,1
4872,2012,0,0,0
4873,2012,1,1,1
4874,2012,1,1,1
4876,2012,3,0,0
4877,2012,3,0,0
4878,2012,1,1,1
4879,2012,3,0,0
4880,2012,1,0,1
4881,2012,1,1,1
4882,2012,1,1,1
4883,2012,3,1,0
4884,2012,1,0,1
4889,2012,3,1,0
4890,2012,3,1,0
4892,2012,1,1,1
4894,2012,1,1,1
4895,2012,1,1,1
4896,2012,1,1,1
4897,2012,1,1,1
4898,2012,1,1,1
4899,2012,1,1,1
4900,2012,1,0,1
4901,2012,1,0,1
4902,2012,1,1,1
4903,2012,6,0,0
4904,2012,3,1,0
4905,2012,1,0,1
4906,2012,1,0,1
4907,2012,1,1,1
4910,2012,1,0,1
4911,2012,1,0,1
4913,2012,1,0,1
4914,2012,1,0,1
4915,2012,1,0,1
4916,2012,2,0,0
4917,2012,3,0,0
4918,2012,1,0,1
4919,2012,1,0,1
4920,2012,1,0,1
4921,2012,1,1,1
4922,2012,1,0,1
4923,2012,1,0,1
4924,2012,1,1,1
4925,2012,1,0,1
4926,2012,1,1,1
4927,2012,1,1,1
4930,2012,3,0,0
4931,2012,1,0,1
4932,2012,1,0,1
4934,2012,3,0,0
4935,2012,0,0,0
4936,2012,1,1,1
4937,2012,1,0,1
4938,2012,1,0,1
4939,2012,1,0,1
4940,2012,1,0,1
4941,2012,1,0,1
4942,2012,3,0,0
4943,2012,6,0,0
4945,2012,1,1,1
4946,2012,1,0,1
4947,2012,6,0,0
4950,2012,2,0,0
4953,2012,1,0,1
4954,2012,3,1,0
4955,2012,1,0,1
4956,2012,1,0,1
4957,2012,3,0,0
4958,2012,3,0,0
4959,2012,1,0,1
4960,2012,1,1,1
4961,2012,1,1,1
4962,2012,1,0,1
4963,2012,1,1,1
4964,2012,3,1,0
4966,2012,1,0,1
4967,2012,1,0,1
4968,2012,0,0,0
4969,2012,3,0,0
4970,2012,1,1,1
4971,2012,3,1,0
4972,2012,1,0,1
4973,2012,1,1,1
4974,2012,1,1,1
4975,2012,0,1,0
4976,2012,1,1,1
4977,2012,0,0,0
4978,2012,3,0,0
4979,2012,1,0,1
4980,2012,0,0,0
4981,2012,1,1,1
4983,2012,1,1,1
4984,2012,1,1,1
4987,2012,1,1,1
4988,2012,1,1,1
4989,2012,2,0,0
4992,2012,1,1,1
4997,2012,1,0,1
4998,2012,0,1,0
4999,2012,1,1,1
5001,2012,1,1,1
5002,2012,1,1,1
5003,2012,1,1,1
5006,2012,1,1,1
5007,2012,3,1,0
5012,2012,1,1,1
5013,2012,2,1,0
5014,2012,1,1,1
5016,2012,3,0,0
5017,2012,1,1,1
5020,2012,0,0,0
5021,2012,0,0,0
5022,2012,3,1,0
5023,2012,1,1,1
5024,2012,1,1,1
5025,2012,1,1,1
5026,2012,3,0,0
5028,2012,1,0,1
5029,2012,1,1,1
5030,2012,3,0,0
5031,2012,1,0,1
5032,2012,1,0,1
5033,2012,1,1,1
5034,2012,1,1,1
5035,2012,1,1,1
5036,2012,1,1,1
5037,2012,6,0,0
5038,2012,0,1,0
5039,2012,1,1,1
5041,2012,1,0,1
5043,2012,0,1,0
5044,2012,1,1,1
5045,2012,6,0,0
5048,2012,3,0,0
5049,2012,1,0,1
5050,2012,3,0,0
5051,2012,1,0,1
5054,2012,1,0,1
5055,2012,0,1,0
5059,2012,2,0,0
5060,2012,3,0,0
5061,2012,1,1,1
5063,2012,1,0,1
5064,2012,3,0,0
5065,2012,1,1,1
5066,2012,1,1,1
5067,2012,3,0,0
5069,2012,1,0,1
5070,2012,2,1,0
5071,2012,3,0,0
5072,2012,0,0,0
5073,2012,0,0,0
5074,2012,6,1,0
5075,2012,2,0,0
5076,2012,0,0,0
5077,2012,1,0,1
5078,2012,0,1,0
5079,2012,2,0,0
5080,2012,1,0,1
5082,2012,1,0,1
5084,2012,6,0,0
5087,2012,0,0,0
5088,2012,1,1,1
5089,2012,3,1,0
5090,2012,3,0,0
5091,2012,1,1,1
5092,2012,0,1,0
5094,2012,0,0,0
5095,2012,1,0,1
5096,2012,1,0,1
5097,2012,1,1,1
5099,2012,1,1,1
5100,2012,1,1,1
5101,2012,1,1,1
5102,2012,3,0,0
5103,2012,1,0,1
5106,2012,1,0,1
5107,2012,6,1,0
5108,2012,1,1,1
5109,2012,3,0,0
5113,2012,3,0,0
5115,2012,1,1,1
5117,2012,1,0,1
5119,2012,3,0,0
5121,2012,3,0,0
5123,2012,2,0,0
5124,2012,0,1,0
5125,2012,1,0,1
5127,2012,1,0,1
5128,2012,3,0,0
5129,2012,1,1,1
5130,2012,0,0,0
5131,2012,1,0,1
5133,2012,3,0,0
5134,2012,0,0,0
5139,2012,0,0,0
5140,2012,1,0,1
5141,2012,1,0,1
5142,2012,1,1,1
5143,2012,1,1,1
5144,2012,1,0,1
5145,2012,3,0,0
5146,2012,1,0,1
5147,2012,3,1,0
5149,2012,2,0,0
5151,2012,1,0,1
5156,2012,1,0,1
5159,2012,6,1,0
5160,2012,1,0,1
5161,2012,3,1,0
5162,2012,1,0,1
5163,2012,1,0,1
5166,2012,1,1,1
5167,2012,1,0,1
5168,2012,1,0,1
5169,2012,3,0,0
5170,2012,1,1,1
5174,2012,1,1,1
5178,2012,1,0,1
5179,2012,3,0,0
5180,2012,1,0,1
5181,2012,2,1,0
5182,2012,1,0,1
5184,2012,1,0,1
5185,2012,1,1,1
5186,2012,1,0,1
5187,2012,3,0,0
5188,2012,0,1,0
5189,2012,1,0,1
5191,2012,1,0,1
5192,2012,0,0,0
5193,2012,0,1,0
5195,2012,3,0,0
5197,2012,1,0,1
5198,2012,1,1,1
5199,2012,1,1,1
5203,2012,1,0,1
5204,2012,3,0,0
5207,2012,0,0,0
5208,2012,3,0,0
5209,2012,2,0,0
5212,2012,3,0,0
5214,2012,1,0,1
5215,2012,1,0,1
5216,2012,3,0,0
5217,2012,3,0,0
5218,2012,1,1,1
5219,2012,3,0,0
5220,2012,1,1,1
5221,2012,1,1,1
5222,2012,2,0,0
5224,2012,1,0,1
5225,2012,1,1,1
5226,2012,1,1,1
5227,2012,1,1,1
5228,2012,1,1,1
5229,2012,1,1,1
5230,2012,1,1,1
5231,2012,1,0,1
5232,2012,1,0,1
5233,2012,1,0,1
5235,2012,3,0,0
5238,2012,1,0,1
5239,2012,3,0,0
5241,2012,3,0,0
5243,2012,0,1,0
5244,2012,1,0,1
5245,2012,1,1,1
5246,2012,1,1,1
5247,2012,1,1,1
5248,2012,1,1,1
5249,2012,3,0,0
5250,2012,1,1,1
5251,2012,1,0,1
5252,2012,3,0,0
5253,2012,0,1,0
5254,2012,1,1,1
5255,2012,1,0,1
5256,2012,3,0,0
5257,2012,0,0,0
5258,2012,1,0,1
5259,2012,6,0,0
5260,2012,0,0,0
5261,2012,1,0,1
5262,2012,0,0,0
5263,2012,1,0,1
5264,2012,1,0,1
5265,2012,6,1,0
5266,2012,1,0,1
5267,2012,1,1,1
5268,2012,3,0,0
5269,2012,3,1,0
5271,2012,1,0,1
5272,2012,1,0,1
5274,2012,3,1,0
5275,2012,1,1,1
5276,2012,1,1,1
5277,2012,0,0,0
5278,2012,1,0,1
5279,2012,3,0,0
5280,2012,1,0,1
5281,2012,1,1,1
5284,2012,1,0,1
5285,2012,6,0,0
5286,2012,1,0,1
5287,2012,1,0,1
5288,2012,1,1,1
5289,2012,1,1,1
5290,2012,1,1,1
5291,2012,1,0,1
5292,2012,6,1,0
5293,2012,1,1,1
5294,2012,1,0,1
5295,2012,3,0,0
5296,2012,3,0,0
5297,2012,1,0,1
5298,2012,1,0,1
5299,2012,1,1,1
5301,2012,1,1,1
5305,2012,1,1,1
5306,2012,1,1,1
5307,2012,1,0,1
5308,2012,1,0,1
5309,2012,3,0,0
5310,2012,3,0,0
5313,2012,1,1,1
5314,2012,1,0,1
5315,2012,3,0,0
5316,2012,1,1,1
5317,2012,1,1,1
5318,2012,1,0,1
5322,2012,1,0,1
5324,2012,1,0,1
5325,2012,3,1,0
5326,2012,3,1,0
5327,2012,1,0,1
5328,2012,1,0,1
5329,2012,1,0,1
5330,2012,1,0,1
5331,2012,0,1,0
5332,2012,1,1,1
5333,2012,6,0,0
5334,2012,3,1,0
5335,2012,1,1,1
5336,2012,1,0,1
5337,2012,3,0,0
5339,2012,1,0,1
5340,2012,3,1,0
5341,2012,1,1,1
5342,2012,1,1,1
5343,2012,1,0,1
5344,2012,1,1,1
5347,2012,1,1,1
5348,2012,3,0,0
5349,2012,1,1,1
5350,2012,3,0,0
5351,2012,3,0,0
5352,2012,1,0,1
5353,2012,2,0,0
5356,2012,1,0,1
5357,2012,0,0,0
5358,2012,3,1,0
5360,2012,1,0,1
5361,2012,2,0,0
5362,2012,1,0,1
5363,2012,1,0,1
5364,2012,6,0,0
5365,2012,1,1,1
5366,2012,1,0,1
5368,2012,1,0,1
5369,2012,1,0,1
5370,2012,1,0,1
5372,2012,1,1,1
5373,2012,1,1,1
5374,2012,1,0,1
5375,2012,0,0,0
5376,2012,0,0,0
5377,2012,1,0,1
5379,2012,1,0,1
5381,2012,1,0,1
5382,2012,1,1,1
5383,2012,1,1,1
5387,2012,6,0,0
5388,2012,1,1,1
5389,2012,1,1,1
5390,2012,1,0,1
5392,2012,1,0,1
5393,2012,1,0,1
5394,2012,1,0,1
5395,2012,1,1,1
5396,2012,1,0,1
5397,2012,1,1,1
5398,2012,1,0,1
5399,2012,1,0,1
5401,2012,1,1,1
5402,2012,1,1,1
5404,2012,3,1,0
5405,2012,1,1,1
5406,2012,1,1,1
5407,2012,0,0,0
5408,2012,3,1,0
5409,2012,1,1,1
5410,2012,1,1,1
5411,2012,1,1,1
5412,2012,1,1,1
5415,2012,1,1,1
5416,2012,1,1,1
5417,2012,1,0,1
5418,2012,3,1,0
5419,2012,1,1,1
5420,2012,1,1,1
5421,2012,1,1,1
5422,2012,1,1,1
5423,2012,1,0,1
5424,2012,1,1,1
5428,2012,1,1,1
5429,2012,0,1,0
5430,2012,1,0,1
5431,2012,1,0,1
5435,2012,1,0,1
5436,2012,3,0,0
5438,2012,1,1,1
5439,2012,1,1,1
5440,2012,1,0,1
5441,2012,1,0,1
5442,2012,3,1,0
5443,2012,1,0,1
5444,2012,1,0,1
5445,2012,1,1,1
5446,2012,1,0,1
5447,2012,1,0,1
5448,2012,3,0,0
5449,2012,3,0,0
5450,2012,1,1,1
5451,2012,1,1,1
5453,2012,2,0,0
5454,2012,1,0,1
5455,2012,1,1,1
5456,2012,3,0,0
5457,2012,3,0,0
5458,2012,1,0,1
5460,2012,0,1,0
5461,2012,3,0,0
5462,2012,3,0,0
5464,2012,1,0,1
5465,2012,0,0,0
5467,2012,1,1,1
5468,2012,2,0,0
5469,2012,1,0,1
5470,2012,0,1,0
5472,2012,3,0,0
5473,2012,1,0,1
5474,2012,1,0,1
5477,2012,1,0,1
5478,2012,1,0,1
5479,2012,3,0,0
5480,2012,1,0,1
5481,2012,1,1,1
5482,2012,3,0,0
5483,2012,1,0,1
5484,2012,0,1,0
5485,2012,3,1,0
5487,2012,1,1,1
5488,2012,1,0,1
5489,2012,1,1,1
5493,2012,1,0,1
5494,2012,1,0,1
5495,2012,1,1,1
5496,2012,1,0,1
5497,2012,1,0,1
5499,2012,1,0,1
5500,2012,1,0,1
5501,2012,3,0,0
5502,2012,2,0,0
5504,2012,1,1,1
5505,2012,1,0,1
5506,2012,1,0,1
5508,2012,1,1,1
5509,2012,1,0,1
5510,2012,0,0,0
5511,2012,1,0,1
5512,2012,1,1,1
5513,2012,1,1,1
5514,2012,0,1,0
5515,2012,0,0,0
5517,2012,1,0,1
5518,2012,0,1,0
5519,2012,3,0,0
5520,2012,3,1,0
5521,2012,1,0,1
5522,2012,1,1,1
5524,2012,3,0,0
5525,2012,3,0,0
5526,2012,1,0,1
5527,2012,1,0,1
5528,2012,6,1,0
5529,2012,2,0,0
5530,2012,1,1,1
5531,2012,1,0,1
5532,2012,1,0,1
5533,2012,2,0,0
5534,2012,0,0,0
5536,2012,3,0,0
5538,2012,6,0,0
5540,2012,1,1,1
5543,2012,1,1,1
5545,2012,1,0,1
5546,2012,1,1,1
5547,2012,3,0,0
5550,2012,2,0,0
5551,2012,3,1,0
5552,2012,3,1,0
5553,2012,1,1,1
5554,2012,0,1,0
5555,2012,1,0,1
5556,2012,3,0,0
5557,2012,1,0,1
5558,2012,1,0,1
5560,2012,3,0,0
5561,2012,3,0,0
5565,2012,1,0,1
5566,2012,1,0,1
5568,2012,1,0,1
5572,2012,1,1,1
5573,2012,1,1,1
5574,2012,1,1,1
5575,2012,0,0,0
5576,2012,1,0,1
5580,2012,3,0,0
5581,2012,3,1,0
5585,2012,1,0,1
5587,2012,1,0,1
5588,2012,1,0,1
5590,2012,0,1,0
5591,2012,1,1,1
5592,2012,0,1,0
5594,2012,1,0,1
5595,2012,1,1,1
5596,2012,1,0,1
5597,2012,1,1,1
5599,2012,1,1,1
5601,2012,1,0,1
5604,2012,2,0,0
5605,2012,3,0,0
5606,2012,3,1,0
5607,2012,1,0,1
5608,2012,1,0,1
5609,2012,1,1,1
5610,2012,1,0,1
5611,2012,3,1,0
5612,2012,2,1,0
5613,2012,0,1,0
5614,2012,3,1,0
5615,2012,1,0,1
5616,2012,1,0,1
5617,2012,3,0,0
5618,2012,1,0,1
5619,2012,1,1,1
5621,2012,1,0,1
5623,2012,1,1,1
5624,2012,1,0,1
5625,2012,1,1,1
5626,2012,1,1,1
5627,2012,3,1,0
5628,2012,3,0,0
5629,2012,0,0,0
5630,2012,0,0,0
5631,2012,1,0,1
5632,2012,0,0,0
5633,2012,3,0,0
5635,2012,2,0,0
5636,2012,3,0,0
5637,2012,1,1,1
5638,2012,3,1,0
5639,2012,6,1,0
5640,2012,3,1,0
5641,2012,3,0,0
5642,2012,1,0,1
5644,2012,0,0,0
5645,2012,3,1,0
5646,2012,3,0,0
5647,2012,1,0,1
5648,2012,1,1,1
5649,2012,3,0,0
5650,2012,1,0,1
5651,2012,1,1,1
5652,2012,3,0,0
5653,2012,1,0,1
5654,2012,1,1,1
5655,2012,1,1,1
5656,2012,2,0,0
5657,2012,3,1,0
5661,2012,1,1,1
5662,2012,0,0,0
5664,2012,0,0,0
5666,2012,1,1,1
5667,2012,1,0,1
5668,2012,1,0,1
5669,2012,1,1,1
5670,2012,3,0,0
5671,2012,3,0,0
5675,2012,1,1,1
5676,2012,0,0,0
5678,2012,0,0,0
5679,2012,0,0,0
5681,2012,3,0,0
5682,2012,3,0,0
5684,2012,1,1,1
5686,2012,1,0,1
5690,2012,6,0,0
5691,2012,3,0,0
5694,2012,3,1,0
5695,2012,1,1,1
5696,2012,3,0,0
5697,2012,1,0,1
5698,2012,2,0,0
5699,2012,1,0,1
5700,2012,1,0,1
5701,2012,1,1,1
5702,2012,3,0,0
5704,2012,1,1,1
5705,2012,1,1,1
5707,2012,1,0,1
5708,2012,1,0,1
5709,2012,3,0,0
5710,2012,0,1,0
5711,2012,1,1,1
5712,2012,1,0,1
5713,2012,1,0,1
5714,2012,1,0,1
5716,2012,1,0,1
5718,2012,1,0,1
5719,2012,1,1,1
5720,2012,1,1,1
5721,2012,0,1,0
5723,2012,0,0,0
5725,2012,0,0,0
5727,2012,1,0,1
5728,2012,1,0,1
5729,2012,1,1,1
5730,2012,0,0,0
5731,2012,1,0,1
5732,2012,1,1,1
5733,2012,2,1,0
5735,2012,1,0,1
5736,2012,1,0,1
5743,2012,0,0,0
5745,2012,3,1,0
5746,2012,3,0,0
5747,2012,0,1,0
5748,2012,1,1,1
5750,2012,1,1,1
5752,2012,1,0,1
5754,2012,1,0,1
5755,2012,3,0,0
5756,2012,1,0,1
5757,2012,0,0,0
5758,2012,0,0,0
5759,2012,2,1,0
5762,2012,3,1,0
5763,2012,1,0,1
5764,2012,0,1,0
5766,2012,1,0,1
5767,2012,1,0,1
5769,2012,1,1,1
5770,2012,1,0,1
5773,2012,2,0,0
5774,2012,3,0,0
5776,2012,1,0,1
5778,2012,3,0,0
5779,2012,3,0,0
5780,2012,3,1,0
5781,2012,0,0,0
5782,2012,2,0,0
5783,2012,1,0,1
5784,2012,1,1,1
5786,2012,0,0,0
5787,2012,0,0,0
5788,2012,0,0,0
5790,2012,1,0,1
5791,2012,0,0,0
5792,2012,1,0,1
5793,2012,1,0,1
5796,2012,1,0,1
5797,2012,0,0,0
5798,2012,1,1,1
5799,2012,1,1,1
5800,2012,3,0,0
5801,2012,1,0,1
5802,2012,1,1,1
5803,2012,3,0,0
5805,2012,3,0,0
5806,2012,1,0,1
5808,2012,1,0,1
5809,2012,1,1,1
5810,2012,1,1,1
5811,2012,3,1,0
5813,2012,1,0,1
5814,2012,0,0,0
5815,2012,1,0,1
5818,2012,3,0,0
5819,2012,1,0,1
5820,2012,1,0,1
5821,2012,1,1,1
5823,2012,0,0,0
5824,2012,3,0,0
5826,2012,3,0,0
5827,2012,0,0,0
5828,2012,0,0,0
5829,2012,3,0,0
5831,2012,1,0,1
5832,2012,1,0,1
5834,2012,1,0,1
5835,2012,0,0,0
5838,2012,3,0,0
5839,2012,3,0,0
5840,2012,3,0,0
5841,2012,3,0,0
5842,2012,1,1,1
5843,2012,0,0,0
5844,2012,3,1,0
5845,2012,1,0,1
5846,2012,0,0,0
5847,2012,1,0,1
5848,2012,0,0,0
5849,2012,2,0,0
5850,2012,0,0,0
5851,2012,3,0,0
5852,2012,2,0,0
5853,2012,3,0,0
5855,2012,1,0,1
5856,2012,1,1,1
5857,2012,0,1,0
5860,2012,1,1,1
5862,2012,0,0,0
5863,2012,3,0,0
5864,2012,1,0,1
5865,2012,1,1,1
5867,2012,1,1,1
5868,2012,1,0,1
5869,2012,1,0,1
5870,2012,1,0,1
5872,2012,1,1,1
5873,2012,1,1,1
5874,2012,1,1,1
5875,2012,6,1,0
5876,2012,3,1,0
5877,2012,1,0,1
5879,2012,1,1,1
5880,2012,6,0,0
5881,2012,1,0,1
5882,2012,3,1,0
5884,2012,1,1,1
5885,2012,1,0,1
5886,2012,1,0,1
5887,2012,1,0,1
5888,2012,2,0,0
5889,2012,6,1,0
5890,2012,0,0,0
5895,2012,0,1,0
5896,2012,0,1,0
5897,2012,3,0,0
5898,2012,2,1,0
5899,2012,3,1,0
5900,2012,1,0,1
5903,2012,0,0,0
5905,2012,1,0,1
5906,2012,0,0,0
5907,2012,3,1,0
5909,2012,3,0,0
5911,2012,1,0,1
5912,2012,1,1,1
5913,2012,1,0,1
5914,2012,3,0,0
5915,2012,1,0,1
5916,2012,0,0,0
5917,2012,1,1,1
5918,2012,0,0,0
5919,2012,3,1,0
5920,2012,3,1,0
5923,2012,0,1,0
5924,2012,0,0,0
5925,2012,1,1,1
5927,2012,1,0,1
5928,2012,2,0,0
5929,2012,0,0,0
5932,2012,1,1,1
5933,2012,0,0,0
5934,2012,0,1,0
5935,2012,1,1,1
5936,2012,0,0,0
5939,2012,1,0,1
5941,2012,2,0,0
5942,2012,0,0,0
5945,2012,0,0,0
5946,2012,0,0,0
5947,2012,1,0,1
5948,2012,3,0,0
5951,2012,6,0,0
5953,2012,1,0,1
5955,2012,2,0,0
5957,2012,2,0,0
5959,2012,0,1,0
5960,2012,1,0,1
5961,2012,1,0,1
5963,2012,0,0,0
5965,2012,1,0,1
5966,2012,1,0,1
5967,2012,0,0,0
5968,2012,1,0,1
5969,2012,1,1,1
5971,2012,0,1,0
5973,2012,3,0,0
5976,2012,0,0,0
5979,2012,2,0,0
5980,2012,0,0,0
5981,2012,1,0,1
5982,2012,0,0,0
5983,2012,3,1,0
5985,2012,1,0,1
5986,2012,3,0,0
5987,2012,0,0,0
5988,2012,1,1,1
5989,2012,0,0,0
5990,2012,0,0,0
5991,2012,1,1,1
5993,2012,0,0,0
5996,2012,0,0,0
5998,2012,0,0,0
5999,2012,1,0,1
6000,2012,0,0,0
6001,2012,1,1,1
6002,2012,2,0,0
6003,2012,3,1,0
6004,2012,3,0,0
6005,2012,6,0,0
6006,2012,0,0,0
6008,2012,3,0,0
6009,2012,0,0,0
6010,2012,0,0,0
6011,2012,0,0,0
6012,2012,1,0,1
6013,2012,0,0,0
6014,2012,1,0,1
6015,2012,3,1,0
6016,2012,0,0,0
6017,2012,1,1,1
6019,2012,3,1,0
6020,2012,3,0,0
6021,2012,3,0,0
6022,2012,3,1,0
6023,2012,3,0,0
6024,2012,2,0,0
6025,2012,1,0,1
6026,2012,1,0,1
6027,2012,1,0,1
6028,2012,0,0,0
6029,2012,3,0,0
6030,2012,3,0,0
6031,2012,3,0,0
6032,2012,1,0,1
6033,2012,3,0,0
6034,2012,1,0,1
6036,2012,2,0,0
6039,2012,3,1,0
6040,2012,3,0,0
6042,2012,0,0,0
6043,2012,1,0,1
6045,2012,0,0,0
6046,2012,1,0,1
6047,2012,3,0,0
6048,2012,3,0,0
6049,2012,2,0,0
6053,2012,3,0,0
6054,2012,1,1,1
6056,2012,0,0,0
6059,2012,0,0,0
6060,2012,1,1,1
6061,2012,2,1,0
6062,2012,1,0,1
6063,2012,3,0,0
6066,2012,3,1,0
6067,2012,0,0,0
6068,2012,1,0,1
6069,2012,0,0,0
6070,2012,0,0,0
6072,2012,6,0,0
6074,2012,3,0,0
6075,2012,1,1,1
6076,2012,0,0,0
6077,2012,0,0,0
6078,2012,6,0,0
6081,2012,0,0,0
6082,2012,1,0,1
6083,2012,0,0,0
6084,2012,2,0,0
6085,2012,0,0,0
6086,2012,0,0,0
6087,2012,2,0,0
6089,2012,0,0,0
6090,2012,1,0,1
6091,2012,1,0,1
6094,2012,2,0,0
6095,2012,1,1,1
6099,2012,1,1,1
6100,2012,1,0,1
6101,2012,0,0,0
6102,2012,1,1,1
6104,2012,0,0,0
6105,2012,3,0,0
6107,2012,1,0,1
6109,2012,1,1,1
6111,2012,0,0,0
6112,2012,2,0,0
6114,2012,3,0,0
6115,2012,2,0,0
6117,2012,0,0,0
6118,2012,3,1,0
6119,2012,3,0,0
6120,2012,0,0,0
6121,2012,3,0,0
6124,2012,1,1,1
6125,2012,1,0,1
6126,2012,2,0,0
6127,2012,3,0,0
6128,2012,0,0,0
6130,2012,3,0,0
6132,2012,3,0,0
6134,2012,1,0,1
6135,2012,3,0,0
6136,2012,3,0,0
6137,2012,0,0,0
6138,2012,1,0,1
6140,2012,3,0,0
6142,2012,3,1,0
6143,2012,6,0,0
6144,2012,2,0,0
6145,2012,0,1,0
6148,2012,3,1,0
6150,2012,3,1,0
6152,2012,0,0,0
6153,2012,0,0,0
6154,2012,0,1,0
6155,2012,3,0,0
6156,2012,0,0,0
6158,2012,1,0,1
6159,2012,3,1,0
6160,2012,3,0,0
6161,2012,3,0,0
6163,2012,1,1,1
6164,2012,1,0,1
6165,2012,3,0,0
6166,2012,1,0,1
6168,2012,0,0,0
6170,2012,3,0,0
6171,2012,0,1,0
6173,2012,1,0,1
6174,2012,3,0,0
6179,2012,0,0,0
6180,2012,1,1,1
6181,2012,0,0,0
6185,2012,3,0,0
6186,2012,3,0,0
6187,2012,0,1,0
6193,2012,1,0,1
6194,2012,1,0,1
6195,2012,0,1,0
6196,2012,1,1,1
6197,2012,3,0,0
6198,2012,3,1,0
6199,2012,1,1,1
6200,2012,1,0,1
6201,2012,3,0,0
6202,2012,3,0,0
6204,2012,0,0,0
6205,2012,3,0,0
6206,2012,1,0,1
6207,2012,1,1,1
6209,2012,0,0,0
6210,2012,1,0,1
6214,2012,1,0,1
6215,2012,1,0,1
6216,2012,1,0,1
6217,2012,1,1,1
6218,2012,0,1,0
6219,2012,0,1,0
6220,2012,6,0,0
6221,2012,3,0,0
6222,2012,3,0,0
6223,2012,0,0,0
6224,2012,1,1,1
6225,2012,1,1,1
6226,2012,0,0,0
6227,2012,3,0,0
6228,2012,3,0,0
6230,2012,6,0,0
6231,2012,0,0,0
6232,2012,6,0,0
6233,2012,6,1,0
6234,2012,1,0,1
6235,2012,3,0,0
6236,2012,1,0,1
6237,2012,0,0,0
6238,2012,6,1,0
6239,2012,0,0,0
6240,2012,1,0,1
6241,2012,1,1,1
6242,2012,0,0,0
6244,2012,1,0,1
6246,2012,6,1,0
6247,2012,1,0,1
6248,2012,0,0,0
6249,2012,1,0,1
